theme,themeurl,author,journal,jrurl,year,cites,downloads
苹果组织pH值对扩展青霉生长及棒曲霉素分泌的影响研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7B66C89160BC67288B201677D17A0C195,张晓敏,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,6
原发性肺黏液腺癌的CT表现与病理对照研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B01E17E0B958535BCB,郭荣,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,15
奥马珠单抗治疗变应性支气管肺曲霉菌病的临床疗效分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B0E11F894E4B4081D5,肖幸幸,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,9
NSCLCCT影像学表现与癌组织Beclin1、LC3表达的关系,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B00F5D327D1CDA1B31,吕国义,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,7
两种量表对稳定期慢阻肺病人认知功能的评价及分析其影响因素,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B0BEFB21957E1F33B1,麻灿灿,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,15
高剪切条件下四臣止咳颗粒制备过程中润湿剂的动态分布,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7780DEB579A711DD7,钟绍金,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,0
彩色多普勒超声诊断甲状腺髓样癌的临床价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD133641E9642472E41543A,高梅华,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,3
医学研究生学术素养与科研能力课程体系的构建与实施,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BD1F06FBE9F4F8D2C3,罗层,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,8
肌钙蛋白I对老年肺部感染患者预后的评估价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9E1E9642472E41543A,郭功兵,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,0
两种方法检测Fas在膀胱癌中的表达及临床意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193AEF456D0134B54E9,郭巍,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,1
喉罩联合支气管封堵器在重症肌无力患者胸腔镜手术中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72FBE68CAB708AD0D98,宋铁鹰,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,0
营养干预对初诊2型糖尿病超重肥胖患者身体成分和血糖的作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF82107EAF23A42AD5421C6736ACC0025590EA65AD320DEE3D,林兵,《中华预防医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhyfyx,2018,0,0
射波刀肺部治疗计划不同剂量算法差异的影响因素分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF2AC92F5581748BF90E1D4A37E68E69E29EC55517868C4605,杨晶,《中华放射肿瘤学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhfszl,2018,0,0
杭州市中年人群三种膳食模式与代谢综合征的关系研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFECA5931BCF7277DD421C6736ACC0025511C6070D8617F4F4,蒋剑波,《预防医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zjyfyx,2018,0,0
蒙特利尔认知评估量表在评估轻度认知损害老人中的验证性因素分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF0482B598FA0EDDF3D4B855639D36E64628DC19E137629772,董新秀,《中华神经科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhsjk,2018,0,0
基于ISO15189认可体系持续改进免疫组织化学实验室的现代化建设,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF81D485AEF20F960506A60905AD3060E8B30D4E6ADE8BEE20,吴鸿雁,《中华病理学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhblx,2018,0,0
肝硬化患者急性肾损伤的临床特点及危险因素分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFDAE003C39F61B1C4B2FB050C588B1B9E6BC5024E238A90BB,王文娟,《中华内科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhnk,2018,0,0
以库欣综合征起病的儿童胰腺母细胞瘤一例,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF7A9510DA3B1383EEB2FB050C588B1B9E780DEB579A711DD7,宋亮,《中华儿科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhek,2018,0,0
经会阴四维超声成像技术在产后早期压力性尿失禁诊断中的应用价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8E5E9A775627469C2191012DAE6BDB277CEF439C8E95F0B3,曹晓燕,《陕西医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxyxzz,2018,0,0
票据行为无因性理论的困境及其解决,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFAD8803873B22929957B45F5F2C34041FF227262109DC92A6C908AC74989928DF,金锦花,《大连理工大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=dllgdxxb-shkxb,2018,0,23
尼可地尔联合曲美他嗪治疗老年缺血性心肌病的疗效观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D503271C1BD8048CBAE,黎东华,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,47
低温冷藏时间对医用级丝光绿蝇幼虫存活率及发育的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D501C36051D9262E0D8,李庆彦,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,10
不同提取方法对松茸多糖理化性质及抗氧化活性的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C79071CCF11050B4DDB201677D17A0C195,吴杨洋,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,37
DNA聚合酶ε催化亚基A突变型子宫内膜癌的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF81D485AEF20F960506A60905AD3060E8327C12B99F085626,于双妮,《中华病理学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhblx,2018,0,0
水杨醛亚胺锆络合物的合成及其催化乙烯聚合,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF89C06ED2E9E6390BFBC1D8FAFC95405EEB86E3965DA0A036,郑浩,《功能高分子学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gngfzxb,2018,0,54
微生物组学在慢性阻塞性肺疾病诊疗中的进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF04D63BBE5B9D58353939C0F816A7655BAC1DCF0B021CE32D,刁文琦,《中华结核和呼吸杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhjhhhx,2018,0,1
腺苷酸活化蛋白激酶在肿瘤中的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD13364208A995C1FB7D019,章元,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,11
预防医学本科生岗位胜任力评定量表的实证效度研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF82107EAF23A42AD5421C6736ACC0025578B0C5F6EBBE10BE,方婷,《中华预防医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhyfyx,2018,0,1
环孢菌素纳米胶体治疗复发性口腔溃疡大鼠的效果,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D5069A6E8F419CA7651,陈敏,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,114
"""三步""抗晕疗法预防门诊静脉采血晕针的效果",g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D50A606EF729E2B95EA,韦红霞,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,11
脾切除联合贲门周围血管离断术后门静脉系统血栓的诊治进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D50C2C1A994C952F6FB,吴嘉兴,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,93
在锁骨骨折手术中保护锁骨上神经的效果观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D5079D1B56CEEE2CB80,陈东旭,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,17
早期膝骨关节炎患者血清雌二醇和睾酮水平与病变程度的关系,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DD83E8EDA158B510D0F729DD811B202A9,黄捷,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2018,0,5
幽门螺杆菌感染与冠心病患者血清脂多糖结合蛋白的相关性分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AE5A532AE3FE2DC191A5060938A8C5E32D3F2A4B76EAB1B,唐娜云,《中华临床医师杂志（电子版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhlcyszz,2018,0,65
红肉火龙果贮藏期间气味监测及桃吉尔霉对气味的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C701E5D76F8B6A5587B201677D17A0C195,李国林,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,3
计算机信息技术在保健品质量安全追溯系统中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7C0DB33A30229BC9DB201677D17A0C195,冯波,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,88
鞍区病变侧方经颅手术入路的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA76CC486FCF678A048,马草原,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,2
肺气肿型COPD患者CT容积参数与肺功能的相关性研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F66B509E0FF092EBD,刘斋,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,2
基于危险因素评估妊娠期糖尿病发病风险的预测模型构建与验证,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8E5E9A775627469C2191012DAE6BDB277A41F7D614C94A80,姜英,《陕西医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxyxzz,2018,0,0
跨学科合作的典范——《中华结核和呼吸杂志》创刊65年回顾,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF04D63BBE5B9D58353939C0F816A7655BFDD4B4BF4F65EFF3,刘又宁,《中华结核和呼吸杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhjhhhx,2018,0,1
DJ-1保护多巴胺能神经元抵抗过氧化氢氧化应激损伤的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7DE50B0080CE7B951,胡霞,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,1
抑郁对晚期肺癌患者姑息治疗过程中生活质量的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7BF343A91E0D332C7,朱英,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,9
术前中性粒细胞与淋巴细胞比值联合纤维蛋白原与乳腺癌患者预后的关系,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD133641C36051D9262E0D8,刘华,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,12
乙醇浸提法提取大枣芦丁及其抗氧化性的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6009830EAA39B2245CAD525ACE033FA036FA04C1094AE8DC,刘楠楠,《生物资源》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ajshswzy,2018,0,53
哮喘儿童规范治疗停药后复发的高危因素分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B082DCC87CCAAB58C7,王金永,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,17
骨质疏松症和膝关节骨关节炎共病的蛋白组学分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DD83E8EDA158B510D6CA2C4279682CE19,时刚,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2018,0,17
脂肪肝模型大鼠自体原位肝移植后的脂质代谢变化,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DD83E8EDA158B510D3271C1BD8048CBAE,丁晨,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2018,0,11
布地奈德在预防早产儿支气管肺发育不良的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA70719E2D426940175,朱克然,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,1
不同养殖密度对瓦氏黄颡鱼肌肉中氨基酸组成的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7B18130817D0DABD5B201677D17A0C195,颜孙安,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,1
B型超声引导下臂丛神经阻滞麻醉的临床应用效果分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9E69A6E8F419CA7651,金理照,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,0
不同方法处理牙面对光固化窝沟封闭效果的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72FF6C16ED77F780E09,吕炳建,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,0
医学免疫学紧密结合临床应用教学的实践与探索,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BD2CD596683026771A,刘碧源,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,2
瘦素受体基因rs1137101多态性分布与早产儿的相关性分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C68309EC55517868C4605,刘文静,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
贝伐单抗在中晚期宫颈癌中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA72D07D8A332ED6679,李侠,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,7
19枚种植体负重不同时间后折裂折断的临床分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF65A9961BCB642CA9BDB692EA4D71672451729F9915B474AF,尉华杰,《中华口腔医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhkqyx,2018,0,0
以眼干为首发表现的原发性干燥综合征156例临床分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8E5E9A775627469C2191012DAE6BDB2778B0C5F6EBBE10BE,郝晓娟,《陕西医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxyxzz,2018,0,0
不同病程阿尔茨海默病患者尿液中AD7c-NTP含量的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8E5E9A775627469C2191012DAE6BDB27B5C7930D0F6A1F34,郭晓聪,《陕西医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxyxzz,2018,0,0
应用Blued平台进行HIV检测影响因素的定性研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF82107EAF23A42AD5421C6736ACC00255112B8055B3394031,于飞,《中华预防医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhyfyx,2018,0,0
中国14家医院超/极早产儿早期预后的多中心调查,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9EC77EFBBEE45EA618,孔祥永,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,8
含甲基三苯胺基团苯并噁唑共聚物的合成和性能,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF89C06ED2E9E6390BFBC1D8FAFC95405E3AC11CCC83D8A927,孙宾贺,《功能高分子学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gngfzxb,2018,0,59
甘草次酸与茶碱联用的体内及体外平喘作用研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6E942FE58A4CFEEB54EF8DC58B2AC23A46654B754B6235D7,尉捷,《中国中医药信息杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgzyyxxzz,2018,0,0
基于灰色-模糊系统的中医治疗特发性肺纤维化用药规律研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6E942FE58A4CFEEB54EF8DC58B2AC23ABE2C206A01225379,顾志荣,《中国中医药信息杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgzyyxxzz,2018,0,0
第二代测序技术在实体瘤诊治方面的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193B4C013CE4ECEB093,李妍,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,3
肿瘤相关巨噬细胞对膀胱癌细胞增殖和血管生成的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE47971930032146A44C7FDAE,张新明,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,2
帕金森病异动症的危险因素及诊治研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF0482B598FA0EDDF3D4B855639D36E6460460DB8A90FFAFD9,张国勇,《中华神经科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhsjk,2018,0,4
三重嵌入与高校教师工程技术能力的转型发展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFAD8803873B22929957B45F5F2C34041FF227262109DC92A65C7444A32769954F,李志峰,《大连理工大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=dllgdxxb-shkxb,2018,0,140
