rates,coach_offs,coach_rates,win-loss,host_guest,days,game_month,rival_rates,rival_coach_offs,rival_coach_rates,coach_campions,wins-loss,rival_id,racer,label
0.7440000000000001,21,63.6,40,0,3,2,0.183,0,29.3,0,-52,4,凯尔特,1
0.7440000000000001,21,63.6,40,0,3,12,0.695,9,57.5,0,32,21,尼克斯,1
0.7440000000000001,21,63.6,40,1,2,12,0.695,9,57.5,0,32,21,尼克斯,0
0.7440000000000001,21,63.6,40,0,3,1,0.695,9,57.5,0,32,21,尼克斯,0
0.7440000000000001,21,63.6,40,1,2,4,0.695,9,57.5,0,32,21,尼克斯,0
0.7440000000000001,21,63.6,40,1,3,5,0.695,9,57.5,0,32,21,尼克斯,0
0.7440000000000001,21,63.6,40,1,2,5,0.695,9,57.5,0,32,21,尼克斯,1
0.7440000000000001,21,63.6,40,0,2,5,0.695,9,57.5,0,32,21,尼克斯,0
0.7440000000000001,21,63.6,40,0,1,5,0.695,9,57.5,0,32,21,尼克斯,0
0.7440000000000001,21,63.6,40,1,2,5,0.695,9,57.5,0,32,21,尼克斯,1
0.7440000000000001,21,63.6,40,0,2,5,0.695,9,57.5,0,32,21,尼克斯,1
0.7440000000000001,21,63.6,40,1,2,5,0.695,9,57.5,0,32,21,尼克斯,1
0.7440000000000001,21,63.6,40,0,3,12,0.512,11,54.9,0,2,8,骑士,1
0.7440000000000001,21,63.6,40,0,3,2,0.512,11,54.9,0,2,8,骑士,1
0.7440000000000001,21,63.6,40,1,1,2,0.512,11,54.9,0,2,8,骑士,1
0.7440000000000001,21,63.6,40,1,2,3,0.512,11,54.9,0,2,8,骑士,1
0.7440000000000001,21,63.6,40,1,3,12,0.366,0,33.1,0,-22,25,猛龙,1
0.7440000000000001,21,63.6,40,0,2,1,0.366,0,33.1,0,-22,25,猛龙,1
0.7440000000000001,21,63.6,40,0,2,3,0.366,0,33.1,0,-22,25,猛龙,0
0.7440000000000001,21,63.6,40,1,2,4,0.366,0,33.1,0,-22,25,猛龙,1
0.7440000000000001,21,63.6,40,1,2,12,0.78,20,60.3,0,46,14,爵士,0
0.7440000000000001,21,63.6,40,0,2,1,0.78,20,60.3,0,46,14,爵士,0
0.7440000000000001,21,63.6,40,0,2,12,0.695,7,55.9,2,32,3,火箭,1
0.7440000000000001,21,63.6,40,1,2,3,0.695,7,55.9,2,32,3,火箭,1
0.7440000000000001,21,63.6,40,0,2,12,0.244,5,51.4,0,-42,2,马刺,1
0.7440000000000001,21,63.6,40,1,2,3,0.244,5,51.4,0,-42,2,马刺,1
0.7440000000000001,21,63.6,40,1,3,12,0.5489999999999999,4,48.6,0,8,22,魔术,1
0.7440000000000001,21,63.6,40,1,2,1,0.5489999999999999,4,48.6,0,8,22,魔术,0
0.7440000000000001,21,63.6,40,0,3,2,0.5489999999999999,4,48.6,0,8,22,魔术,0
0.7440000000000001,21,63.6,40,0,1,4,0.5489999999999999,4,48.6,0,8,22,魔术,1
0.7440000000000001,21,63.6,40,1,5,4,0.5489999999999999,4,48.6,0,8,22,魔术,1
0.7440000000000001,21,63.6,40,1,3,4,0.5489999999999999,4,48.6,0,8,22,魔术,1
0.7440000000000001,21,63.6,40,0,2,4,0.5489999999999999,4,48.6,0,8,22,魔术,0
0.7440000000000001,21,63.6,40,0,2,5,0.5489999999999999,4,48.6,0,8,22,魔术,0
0.7440000000000001,21,63.6,40,1,3,5,0.5489999999999999,4,48.6,0,8,22,魔术,1
0.7440000000000001,21,63.6,40,1,4,1,0.317,1,39.1,0,-30,19,篮网,1
0.7440000000000001,21,63.6,40,0,2,2,0.317,1,39.1,0,-30,19,篮网,1
0.7440000000000001,21,63.6,40,0,1,4,0.317,1,39.1,0,-30,19,篮网,1
0.7440000000000001,21,63.6,40,1,2,4,0.317,1,39.1,0,-30,19,篮网,0
0.7440000000000001,21,63.6,40,0,1,1,0.598,4,43.1,0,16,10,开拓者,1
0.7440000000000001,21,63.6,40,1,1,2,0.598,4,43.1,0,16,10,开拓者,0
0.7440000000000001,21,63.6,40,0,2,1,0.6829999999999999,11,54.9,1,30,6,湖人,0
0.7440000000000001,21,63.6,40,1,2,3,0.6829999999999999,11,54.9,1,30,6,湖人,1
0.7440000000000001,21,63.6,40,1,5,2,0.659,7,52.1,0,26,15,活塞,1
0.7440000000000001,21,63.6,40,0,2,3,0.659,7,52.1,0,26,15,活塞,1
0.7440000000000001,21,63.6,40,0,2,4,0.659,7,52.1,0,26,15,活塞,1
0.7440000000000001,21,63.6,40,1,2,4,0.659,7,52.1,0,26,15,活塞,1
0.7440000000000001,21,63.6,40,0,2,3,0.488,11,52.5,0,-2,23,森林狼,1
0.7440000000000001,21,63.6,40,1,2,4,0.488,11,52.5,0,-2,23,森林狼,0
0.6709999999999999,21,63.6,28,1,156,10,0.195,0,33.1,0,-50,25,猛龙,1
0.6709999999999999,21,63.6,28,1,1,11,0.195,0,33.1,0,-50,25,猛龙,1
0.6709999999999999,21,63.6,28,0,2,2,0.195,0,33.1,0,-50,25,猛龙,1
0.6709999999999999,21,63.6,28,0,2,4,0.195,0,33.1,0,-50,25,猛龙,1
0.6709999999999999,21,63.6,28,0,1,11,0.512,5,44.7,0,2,26,奇才,1
0.6709999999999999,21,63.6,28,1,1,11,0.512,5,44.7,0,2,26,奇才,1
0.6709999999999999,21,63.6,28,0,1,12,0.512,5,44.7,0,2,26,奇才,0
0.6709999999999999,21,63.6,28,1,2,4,0.512,5,44.7,0,2,26,奇才,0
0.6709999999999999,21,63.6,28,1,2,11,0.622,2,45.7,0,20,9,黄蜂,0
0.6709999999999999,21,63.6,28,0,2,11,0.622,2,45.7,0,20,9,黄蜂,0
0.6709999999999999,21,63.6,28,0,3,1,0.622,2,45.7,0,20,9,黄蜂,0
0.6709999999999999,21,63.6,28,1,2,4,0.622,2,45.7,0,20,9,黄蜂,1
0.6709999999999999,21,63.6,28,0,2,11,0.439,2,46.6,0,-10,4,凯尔特,1
0.6709999999999999,21,63.6,28,1,2,12,0.439,2,46.6,0,-10,4,凯尔特,1
0.6709999999999999,21,63.6,28,0,3,3,0.439,2,46.6,0,-10,4,凯尔特,1
0.6709999999999999,21,63.6,28,1,2,3,0.439,2,46.6,0,-10,4,凯尔特,1
0.6709999999999999,21,63.6,28,0,2,11,0.524,1,39.1,0,4,19,篮网,0
0.6709999999999999,21,63.6,28,1,3,12,0.524,1,39.1,0,4,19,篮网,1
0.6709999999999999,21,63.6,28,0,2,2,0.524,1,39.1,0,4,19,篮网,1
0.6709999999999999,21,63.6,28,1,1,3,0.524,1,39.1,0,4,19,篮网,1
0.6709999999999999,21,63.6,28,1,3,11,0.32899999999999996,4,42.8,0,-28,11,国王,1
0.6709999999999999,21,63.6,28,0,1,2,0.32899999999999996,4,42.8,0,-28,11,国王,1
0.6709999999999999,21,63.6,28,0,3,11,0.7070000000000001,3,68.7,0,34,17,步行者,0
0.6709999999999999,21,63.6,28,0,3,12,0.7070000000000001,3,68.7,0,34,17,步行者,0
0.6709999999999999,21,63.6,28,1,2,12,0.7070000000000001,3,68.7,0,34,17,步行者,1
0.6709999999999999,21,63.6,28,1,1,2,0.7070000000000001,3,68.7,0,34,17,步行者,0
0.6709999999999999,21,63.6,28,1,1,11,0.134,0,13.4,0,-60,12,掘金,1
0.6709999999999999,21,63.6,28,0,2,1,0.134,0,13.4,0,-60,12,掘金,1
0.6709999999999999,21,63.6,28,1,4,11,0.207,13,46.0,1,-48,1,快船,1
0.6709999999999999,21,63.6,28,0,2,2,0.207,13,46.0,1,-48,1,快船,1
0.6709999999999999,21,63.6,28,1,3,11,0.7440000000000001,11,54.9,1,40,6,湖人,1
0.6709999999999999,21,63.6,28,0,2,1,0.7440000000000001,11,54.9,1,40,6,湖人,0
0.6709999999999999,21,63.6,28,0,1,11,0.5,12,59.3,2,0,22,魔术,1
0.6709999999999999,21,63.6,28,1,2,1,0.5,12,59.3,2,0,22,魔术,1
0.6709999999999999,21,63.6,28,0,3,3,0.5,12,59.3,2,0,22,魔术,1
0.6709999999999999,21,63.6,28,1,3,4,0.5,12,59.3,2,0,22,魔术,0
0.6709999999999999,21,63.6,28,1,3,11,0.439,4,46.2,0,-10,7,雄鹿,0
0.6709999999999999,21,63.6,28,0,1,12,0.439,4,46.2,0,-10,7,雄鹿,1
0.6709999999999999,21,63.6,28,0,1,2,0.439,4,46.2,0,-10,7,雄鹿,1
0.6709999999999999,21,63.6,28,1,2,3,0.439,4,46.2,0,-10,7,雄鹿,1
0.6709999999999999,21,63.6,28,1,4,12,0.37799999999999995,18,54.8,1,-20,20,76人,1
0.6709999999999999,21,63.6,28,0,2,12,0.37799999999999995,18,54.8,1,-20,20,76人,1
0.6709999999999999,21,63.6,28,1,3,1,0.37799999999999995,18,54.8,1,-20,20,76人,1
0.6709999999999999,21,63.6,28,0,2,2,0.37799999999999995,18,54.8,1,-20,20,76人,1
0.6709999999999999,21,63.6,28,0,1,12,0.61,20,53.6,1,18,18,老鹰,1
0.6709999999999999,21,63.6,28,1,1,12,0.61,20,53.6,1,18,18,老鹰,1
0.6709999999999999,21,63.6,28,1,1,2,0.61,20,53.6,1,18,18,老鹰,1
0.6709999999999999,21,63.6,28,0,2,4,0.61,20,53.6,1,18,18,老鹰,0
0.6709999999999999,21,63.6,28,1,3,12,0.7559999999999999,20,60.3,0,42,14,爵士,0
0.6709999999999999,21,63.6,28,0,2,2,0.7559999999999999,20,60.3,0,42,14,爵士,1
0.6709999999999999,21,63.6,28,0,5,12,0.7559999999999999,20,70.4,11,42,13,公牛,0
0.6709999999999999,21,63.6,28,1,4,1,0.7559999999999999,20,70.4,11,42,13,公牛,1
0.6709999999999999,21,63.6,28,0,3,3,0.7559999999999999,20,70.4,11,42,13,公牛,0
0.6709999999999999,21,63.6,28,0,1,12,0.451,7,52.1,0,-8,15,活塞,1
0.6709999999999999,21,63.6,28,1,2,2,0.451,7,52.1,0,-8,15,活塞,1
0.6709999999999999,21,63.6,28,1,1,3,0.451,7,52.1,0,-8,15,活塞,0
0.6709999999999999,21,63.6,28,0,2,12,0.573,11,54.9,0,12,8,骑士,1
0.6709999999999999,21,63.6,28,1,3,1,0.573,11,54.9,0,12,8,骑士,0
0.6709999999999999,21,63.6,28,0,5,2,0.573,11,54.9,0,12,8,骑士,1
0.6709999999999999,21,63.6,28,1,2,3,0.573,11,54.9,0,12,8,骑士,1
0.6709999999999999,21,63.6,28,1,1,1,0.6829999999999999,21,68.5,5,30,2,马刺,0
0.6709999999999999,21,63.6,28,0,2,4,0.6829999999999999,21,68.5,5,30,2,马刺,0
0.6709999999999999,21,63.6,28,0,2,1,0.23199999999999998,4,48.6,0,-44,24,灰熊,1
0.6709999999999999,21,63.6,28,1,2,3,0.23199999999999998,4,48.6,0,-44,24,灰熊,1
0.6709999999999999,21,63.6,28,0,2,1,0.561,7,46.1,0,10,10,开拓者,1
0.6709999999999999,21,63.6,28,1,2,3,0.561,7,46.1,0,10,10,开拓者,1
0.6709999999999999,21,63.6,28,0,1,1,0.6829999999999999,3,60.2,0,30,16,太阳,0
0.6709999999999999,21,63.6,28,1,2,1,0.6829999999999999,3,60.2,0,30,16,太阳,0
0.6709999999999999,21,63.6,28,1,2,1,0.524,9,57.5,0,4,21,尼克斯,1
0.6709999999999999,21,63.6,28,0,2,2,0.524,9,57.5,0,4,21,尼克斯,0
0.6709999999999999,21,63.6,28,0,1,4,0.524,9,57.5,0,4,21,尼克斯,0
0.6709999999999999,21,63.6,28,1,2,4,0.524,9,57.5,0,4,21,尼克斯,1
0.6709999999999999,21,63.6,28,1,5,4,0.524,9,57.5,0,4,21,尼克斯,1
0.6709999999999999,21,63.6,28,1,2,4,0.524,9,57.5,0,4,21,尼克斯,0
0.6709999999999999,21,63.6,28,0,2,4,0.524,9,57.5,0,4,21,尼克斯,1
0.6709999999999999,21,63.6,28,0,2,4,0.524,9,57.5,0,4,21,尼克斯,0
0.6709999999999999,21,63.6,28,1,3,5,0.524,9,57.5,0,4,21,尼克斯,0
0.6709999999999999,21,63.6,28,1,2,2,0.5489999999999999,11,52.5,0,8,23,森林狼,1
0.6709999999999999,21,63.6,28,0,3,4,0.5489999999999999,11,52.5,0,8,23,森林狼,0
0.6709999999999999,21,63.6,28,0,2,2,0.23199999999999998,4,43.1,0,-44,5,勇士,1
0.6709999999999999,21,63.6,28,1,2,3,0.23199999999999998,4,43.1,0,-44,5,勇士,1
0.6709999999999999,21,63.6,28,0,2,3,0.5,7,55.9,2,0,3,火箭,1
0.6709999999999999,21,63.6,28,1,2,3,0.5,7,55.9,2,0,3,火箭,1
0.66,21,63.6,16,1,278,2,0.58,3,46.6,0,8,15,活塞,0
0.66,21,63.6,16,0,1,2,0.58,3,46.6,0,8,15,活塞,1
0.66,21,63.6,16,0,2,2,0.58,3,46.6,0,8,15,活塞,0
0.66,21,63.6,16,0,2,2,0.54,9,57.5,0,4,21,尼克斯,1
0.66,21,63.6,16,1,2,3,0.54,9,57.5,0,4,21,尼克斯,1
0.66,21,63.6,16,1,3,4,0.54,9,57.5,0,4,21,尼克斯,0
0.66,21,63.6,16,0,1,5,0.54,9,57.5,0,4,21,尼克斯,0
0.66,21,63.6,16,1,3,5,0.54,9,57.5,0,4,21,尼克斯,0
0.66,21,63.6,16,1,2,5,0.54,9,57.5,0,4,21,尼克斯,1
0.66,21,63.6,16,0,2,5,0.54,9,57.5,0,4,21,尼克斯,0
0.66,21,63.6,16,0,2,5,0.54,9,57.5,0,4,21,尼克斯,1
0.66,21,63.6,16,1,2,5,0.54,9,57.5,0,4,21,尼克斯,0
0.66,21,63.6,16,0,1,2,0.52,2,45.7,0,2,9,黄蜂,0
0.66,21,63.6,16,0,1,2,0.52,2,45.7,0,2,9,黄蜂,1
0.66,21,63.6,16,1,1,5,0.52,2,45.7,0,2,9,黄蜂,1
0.66,21,63.6,16,1,1,2,0.38,2,46.6,0,-12,4,凯尔特,0
0.66,21,63.6,16,0,2,4,0.38,2,46.6,0,-12,4,凯尔特,0
0.66,21,63.6,16,1,2,4,0.38,2,46.6,0,-12,4,凯尔特,0
0.66,21,63.6,16,1,2,2,0.46,1,44.2,0,-4,25,猛龙,1
0.66,21,63.6,16,1,1,3,0.46,1,44.2,0,-4,25,猛龙,1
0.66,21,63.6,16,0,2,4,0.46,1,44.2,0,-4,25,猛龙,1
0.66,21,63.6,16,1,4,2,0.32,1,39.1,0,-18,19,篮网,1
0.66,21,63.6,16,1,3,3,0.32,1,39.1,0,-18,19,篮网,1
0.66,21,63.6,16,0,2,4,0.32,1,39.1,0,-18,19,篮网,0
0.66,21,63.6,16,0,1,4,0.32,1,39.1,0,-18,19,篮网,1
0.66,21,63.6,16,0,1,2,0.66,3,68.7,0,16,17,步行者,1
0.66,21,63.6,16,0,2,3,0.66,3,68.7,0,16,17,步行者,0
0.66,21,63.6,16,1,3,3,0.66,3,68.7,0,16,17,步行者,0
0.66,21,63.6,16,1,2,4,0.66,3,68.7,0,16,17,步行者,1
0.66,21,63.6,16,1,3,2,0.62,7,55.9,2,12,3,火箭,1
0.66,21,63.6,16,0,3,2,0.36,5,44.7,0,-14,26,奇才,1
0.66,21,63.6,16,1,2,3,0.36,5,44.7,0,-14,26,奇才,1
0.66,21,63.6,16,0,1,4,0.36,5,44.7,0,-14,26,奇才,1
0.66,21,63.6,16,1,2,2,0.66,12,59.3,2,16,22,魔术,1
0.66,21,63.6,16,0,2,3,0.66,12,59.3,2,16,22,魔术,0
0.66,21,63.6,16,0,1,4,0.66,12,59.3,2,16,22,魔术,1
0.66,21,63.6,16,1,2,3,0.28,8,55.5,0,-22,12,掘金,1
0.66,21,63.6,16,0,1,3,0.56,18,54.8,1,6,20,76人,1
0.66,21,63.6,16,1,1,3,0.56,18,54.8,1,6,20,76人,1
0.66,21,63.6,16,1,4,4,0.56,18,54.8,1,6,20,76人,0
0.66,21,63.6,16,1,2,3,0.62,20,53.6,1,12,18,老鹰,1
0.66,21,63.6,16,0,1,3,0.62,20,53.6,1,12,18,老鹰,1
0.66,21,63.6,16,1,2,5,0.62,20,53.6,1,12,18,老鹰,1
0.66,21,63.6,16,0,3,3,0.74,20,60.3,0,24,14,爵士,0
0.66,21,63.6,16,0,1,3,0.56,22,58.8,0,6,7,雄鹿,1
0.66,21,63.6,16,1,1,4,0.56,22,58.8,0,6,7,雄鹿,1
0.66,21,63.6,16,0,1,4,0.56,22,58.8,0,6,7,雄鹿,0
0.66,21,63.6,16,0,2,3,0.5,11,52.5,0,0,23,森林狼,0
0.66,21,63.6,16,0,3,4,0.26,1,28.0,0,-24,13,公牛,1
0.66,21,63.6,16,1,2,4,0.26,1,28.0,0,-24,13,公牛,1
0.66,21,63.6,16,1,2,5,0.26,1,28.0,0,-24,13,公牛,0
0.66,21,63.6,16,0,1,4,0.44,11,54.9,0,-6,8,骑士,1
0.66,21,63.6,16,1,2,4,0.44,11,54.9,0,-6,8,骑士,1
0.66,21,63.6,16,0,1,4,0.44,11,54.9,0,-6,8,骑士,1
0.634,21,63.6,22,1,170,11,0.512,3,46.6,0,2,15,活塞,1
0.634,21,63.6,22,1,2,1,0.512,3,46.6,0,2,15,活塞,1
0.634,21,63.6,22,0,1,2,0.512,3,46.6,0,2,15,活塞,0
0.634,21,63.6,22,0,2,4,0.512,3,46.6,0,2,15,活塞,0
0.634,21,63.6,22,1,3,4,0.512,3,46.6,0,2,15,活塞,1
0.634,21,63.6,22,1,3,4,0.512,3,46.6,0,2,15,活塞,1
0.634,21,63.6,22,0,4,4,0.512,3,46.6,0,2,15,活塞,1
0.634,21,63.6,22,0,2,11,0.5489999999999999,1,44.2,0,8,25,猛龙,0
0.634,21,63.6,22,0,3,1,0.5489999999999999,1,44.2,0,8,25,猛龙,0
0.634,21,63.6,22,1,2,4,0.5489999999999999,1,44.2,0,8,25,猛龙,1
0.634,21,63.6,22,0,1,11,0.207,1,28.0,0,-48,13,公牛,1
0.634,21,63.6,22,1,2,1,0.207,1,28.0,0,-48,13,公牛,0
0.634,21,63.6,22,0,2,2,0.207,1,28.0,0,-48,13,公牛,0
0.634,21,63.6,22,1,2,3,0.207,1,28.0,0,-48,13,公牛,1
0.634,21,63.6,22,1,4,11,0.6829999999999999,3,68.7,0,30,17,步行者,1
0.634,21,63.6,22,0,1,1,0.6829999999999999,3,68.7,0,30,17,步行者,0
0.634,21,63.6,22,0,2,3,0.6829999999999999,3,68.7,0,30,17,步行者,1
0.634,21,63.6,22,1,2,4,0.6829999999999999,3,68.7,0,30,17,步行者,0
0.634,21,63.6,22,0,1,11,0.354,0,23.7,0,-24,26,奇才,1
0.634,21,63.6,22,1,3,11,0.354,0,23.7,0,-24,26,奇才,1
0.634,21,63.6,22,1,2,2,0.354,0,23.7,0,-24,26,奇才,1
0.634,21,63.6,22,0,1,2,0.354,0,23.7,0,-24,26,奇才,1
0.634,21,63.6,22,0,2,11,0.61,9,57.5,0,18,21,尼克斯,1
0.634,21,63.6,22,0,2,2,0.61,9,57.5,0,18,21,尼克斯,0
0.634,21,63.6,22,1,2,2,0.61,9,57.5,0,18,21,尼克斯,1
0.634,21,63.6,22,1,2,4,0.61,9,57.5,0,18,21,尼克斯,1
0.634,21,63.6,22,1,8,5,0.61,9,57.5,0,18,21,尼克斯,1
0.634,21,63.6,22,1,2,5,0.61,9,57.5,0,18,21,尼克斯,0
0.634,21,63.6,22,0,3,5,0.61,9,57.5,0,18,21,尼克斯,1
0.634,21,63.6,22,0,2,5,0.61,9,57.5,0,18,21,尼克斯,0
0.634,21,63.6,22,1,3,5,0.61,9,57.5,0,18,21,尼克斯,1
0.634,21,63.6,22,0,2,5,0.61,9,57.5,0,18,21,尼克斯,0
0.634,21,63.6,22,1,2,5,0.61,9,57.5,0,18,21,尼克斯,0
0.634,21,63.6,22,1,2,11,0.72,7,46.1,0,36,10,开拓者,0
0.634,21,63.6,22,0,1,12,0.72,7,46.1,0,36,10,开拓者,1
0.634,21,63.6,22,0,1,11,0.598,18,54.8,1,16,20,76人,1
0.634,21,63.6,22,1,2,12,0.598,18,54.8,1,16,20,76人,1
0.634,21,63.6,22,1,2,3,0.598,18,54.8,1,16,20,76人,1
0.634,21,63.6,22,0,1,4,0.598,18,54.8,1,16,20,76人,0
0.634,21,63.6,22,1,3,11,0.4270000000000001,2,46.6,0,-12,4,凯尔特,1
0.634,21,63.6,22,0,2,12,0.4270000000000001,2,46.6,0,-12,4,凯尔特,0
0.634,21,63.6,22,1,2,1,0.4270000000000001,2,46.6,0,-12,4,凯尔特,1
0.634,21,63.6,22,0,2,2,0.4270000000000001,2,46.6,0,-12,4,凯尔特,1
0.634,21,63.6,22,0,3,11,0.341,20,53.6,1,-26,18,老鹰,0
0.634,21,63.6,22,1,1,11,0.341,20,53.6,1,-26,18,老鹰,1
0.634,21,63.6,22,1,3,1,0.341,20,53.6,1,-26,18,老鹰,1
0.634,21,63.6,22,0,1,3,0.341,20,53.6,1,-26,18,老鹰,0
0.634,21,63.6,22,1,2,11,0.537,16,58.2,0,6,11,国王,1
0.634,21,63.6,22,0,3,12,0.537,16,58.2,0,6,11,国王,1
0.634,21,63.6,22,0,3,12,0.183,4,46.2,0,-52,1,快船,1
0.634,21,63.6,22,1,6,2,0.183,4,46.2,0,-52,1,快船,1
0.634,21,63.6,22,0,3,12,0.23199999999999998,4,43.1,0,-44,5,勇士,0
0.634,21,63.6,22,1,3,2,0.23199999999999998,4,43.1,0,-44,5,勇士,1
0.634,21,63.6,22,1,2,12,0.512,22,58.8,0,2,7,雄鹿,0
0.634,21,63.6,22,0,4,12,0.512,22,58.8,0,2,7,雄鹿,0
0.634,21,63.6,22,1,2,3,0.512,22,58.8,0,2,7,雄鹿,1
0.634,21,63.6,22,0,3,3,0.512,22,58.8,0,2,7,雄鹿,1
0.634,21,63.6,22,1,2,12,0.598,4,44.2,0,16,9,黄蜂,0
0.634,21,63.6,22,0,2,2,0.598,4,44.2,0,16,9,黄蜂,1
0.634,21,63.6,22,1,2,4,0.598,4,44.2,0,16,9,黄蜂,1
0.634,21,63.6,22,0,1,4,0.598,4,44.2,0,16,9,黄蜂,0
0.634,21,63.6,22,1,2,12,0.6709999999999999,20,60.3,0,28,14,爵士,1
0.634,21,63.6,22,0,2,1,0.6709999999999999,20,60.3,0,28,14,爵士,0
0.634,21,63.6,22,1,2,12,0.61,11,52.5,0,18,23,森林狼,1
0.634,21,63.6,22,0,3,1,0.61,11,52.5,0,18,23,森林狼,1
0.634,21,63.6,22,0,1,12,0.5,14,57.5,1,0,22,魔术,1
0.634,21,63.6,22,1,4,1,0.5,14,57.5,1,0,22,魔术,1
0.634,21,63.6,22,0,2,3,0.5,14,57.5,1,0,22,魔术,0
0.634,21,63.6,22,1,2,4,0.5,14,57.5,1,0,22,魔术,1
0.634,21,63.6,22,1,2,1,0.268,4,48.6,0,-38,24,灰熊,0
0.634,21,63.6,22,0,2,1,0.268,4,48.6,0,-38,24,灰熊,1
0.634,21,63.6,22,1,2,1,0.415,7,55.9,2,-14,3,火箭,1
0.634,21,63.6,22,0,2,1,0.415,7,55.9,2,-14,3,火箭,0
0.634,21,63.6,22,1,2,1,0.37799999999999995,0,35.7,0,-20,19,篮网,0
0.634,21,63.6,22,0,1,2,0.37799999999999995,0,35.7,0,-20,19,篮网,0
0.634,21,63.6,22,1,2,2,0.37799999999999995,0,35.7,0,-20,19,篮网,1
0.634,21,63.6,22,0,1,4,0.37799999999999995,0,35.7,0,-20,19,篮网,1
0.634,21,63.6,22,0,1,1,0.4270000000000001,1,46.4,0,-12,12,掘金,1
0.634,21,63.6,22,1,4,3,0.4270000000000001,1,46.4,0,-12,12,掘金,1
0.634,21,63.6,22,1,2,2,0.39,2,40.6,0,-18,8,骑士,1
0.634,21,63.6,22,0,2,3,0.39,2,40.6,0,-18,8,骑士,1
0.634,21,63.6,22,1,2,4,0.39,2,40.6,0,-18,8,骑士,1
0.634,21,63.6,22,0,1,2,0.6459999999999999,21,68.5,5,24,2,马刺,0
0.634,21,63.6,22,1,3,4,0.6459999999999999,21,68.5,5,24,2,马刺,1
0.634,21,63.6,22,0,3,3,0.8170000000000001,20,70.4,11,52,6,湖人,0
0.634,21,63.6,22,1,2,3,0.8170000000000001,20,70.4,11,52,6,湖人,0
0.634,21,63.6,22,0,1,3,0.6459999999999999,3,60.2,0,24,16,太阳,0
0.634,21,63.6,22,1,2,3,0.6459999999999999,3,60.2,0,24,16,太阳,1
0.61,21,63.6,18,1,164,11,0.524,14,57.5,1,4,22,魔术,1
0.61,21,63.6,18,0,3,1,0.524,14,57.5,1,4,22,魔术,1
0.61,21,63.6,18,1,2,4,0.524,14,57.5,1,4,22,魔术,0
0.61,21,63.6,18,0,1,4,0.524,14,57.5,1,4,22,魔术,1
0.61,21,63.6,18,0,2,11,0.561,4,44.2,0,10,9,黄蜂,0
0.61,21,63.6,18,1,3,11,0.561,4,44.2,0,10,9,黄蜂,1
0.61,21,63.6,18,0,1,12,0.561,4,44.2,0,10,9,黄蜂,0
0.61,21,63.6,18,1,2,4,0.561,4,44.2,0,10,9,黄蜂,1
0.61,21,63.6,18,1,3,4,0.561,4,44.2,0,10,9,黄蜂,0
0.61,21,63.6,18,1,2,4,0.561,4,44.2,0,10,9,黄蜂,0
0.61,21,63.6,18,0,4,4,0.561,4,44.2,0,10,9,黄蜂,0
0.61,21,63.6,18,1,1,11,0.6829999999999999,18,54.8,1,30,20,76人,0
0.61,21,63.6,18,0,2,11,0.6829999999999999,18,54.8,1,30,20,76人,0
0.61,21,63.6,18,0,1,2,0.6829999999999999,18,54.8,1,30,20,76人,0
0.61,21,63.6,18,1,2,4,0.6829999999999999,18,54.8,1,30,20,76人,1
0.61,21,63.6,18,0,2,11,0.6459999999999999,20,60.3,0,24,14,爵士,1
0.61,21,63.6,18,1,2,12,0.6459999999999999,20,60.3,0,24,14,爵士,0
0.61,21,63.6,18,0,1,11,0.622,6,49.9,0,20,16,太阳,0
0.61,21,63.6,18,1,1,2,0.622,6,49.9,0,20,16,太阳,0
0.61,21,63.6,18,0,1,11,0.317,4,41.2,0,-30,19,篮网,0
0.61,21,63.6,18,0,1,12,0.317,4,41.2,0,-30,19,篮网,1
0.61,21,63.6,18,1,2,1,0.317,4,41.2,0,-30,19,篮网,1
0.61,21,63.6,18,1,3,2,0.317,4,41.2,0,-30,19,篮网,1
0.61,21,63.6,18,1,1,11,0.61,7,46.1,0,18,10,开拓者,1
0.61,21,63.6,18,0,2,1,0.61,7,46.1,0,18,10,开拓者,0
0.61,21,63.6,18,1,4,11,0.366,2,40.6,0,-22,8,骑士,0
0.61,21,63.6,18,0,2,11,0.366,2,40.6,0,-22,8,骑士,0
0.61,21,63.6,18,1,2,12,0.366,2,40.6,0,-22,8,骑士,1
0.61,21,63.6,18,0,2,3,0.366,2,40.6,0,-22,8,骑士,1
0.61,21,63.6,18,1,1,11,0.5489999999999999,7,55.9,2,8,3,火箭,0
0.61,21,63.6,18,0,3,1,0.5489999999999999,7,55.9,2,8,3,火箭,1
0.61,21,63.6,18,1,3,11,0.634,22,58.8,0,22,7,雄鹿,0
0.61,21,63.6,18,0,2,3,0.634,22,58.8,0,22,7,雄鹿,0
0.61,21,63.6,18,1,2,4,0.634,22,58.8,0,22,7,雄鹿,1
0.61,21,63.6,18,0,1,11,0.585,9,57.5,0,14,21,尼克斯,1
0.61,21,63.6,18,1,2,2,0.585,9,57.5,0,14,21,尼克斯,0
0.61,21,63.6,18,0,3,2,0.585,9,57.5,0,14,21,尼克斯,0
0.61,21,63.6,18,0,2,3,0.585,9,57.5,0,14,21,尼克斯,0
0.61,21,63.6,18,1,2,4,0.585,9,57.5,0,14,21,尼克斯,1
0.61,21,63.6,18,0,1,12,0.23199999999999998,0,23.2,0,-44,26,奇才,1
